title,createdAt,qua
#香港 兩天突破10萬！,2019-06-13,119
香港,2019-06-13,119
#速報 香港建制派今早續開大會,2019-06-13,119
血腥慎入）香港朋友，辛苦了,2019-06-13,119
不要再拿反送中叫我投蔡英文,2019-06-13,119
香港暴動五毛大量在本版出沒,2019-06-13,119
支持英國政府收回香港,2019-06-13,119
關於香港事件與反韓,2019-06-13,119
反送中讓我想到的電影 #我只是個計程車司機（光州事件）,2019-06-13,119
#香港 #台灣 #自由 請為台灣的未來出一份力,2019-06-13,119
反修例運動拖累香港法治,2019-06-13,119
港警？武警？軍警？,2019-06-13,119
白宮連署過10萬門檻,2019-06-13,119
反送中全球聯署 幫推,2019-06-13,119
我<U+5BF9>本次香港暴<U+4E71>帖文的<U+58F0>明,2019-06-13,119
轉發 其實連香港人都不相信郭台銘,2019-06-13,119
今日的反送中直播,2019-06-13,119
反送中的香港警察是真是假啊？,2019-06-13,119
香港反送中 台灣藝人呢？,2019-06-13,119
(內含引致不安圖和影片)請關注香港的人權情況,2019-06-13,119
香港反送中 個人立場（文長）,2019-06-13,119
反送中實際情況,2019-06-13,119
看著香港 想著台灣,2019-06-13,119
香港更新,2019-06-13,119
中國香港各界人士贊“八不移交”“六修訂”充分保障人權,2019-06-13,119
香港想告訴我們的,2019-06-13,119
香港暴動者　有蓄謀有組織,2019-06-13,119
反送中遊行之大陸人看法,2019-06-13,119
反送中連署，對抗中共恐怖份子暴行，幫高調連署,2019-06-13,119
#香港加油 #即使我插不上任何一點力氣，只能默默在螢幕前哭泣,2019-06-13,119
罪犯條例討論,2019-06-13,119
今日香港明日台灣?,2019-06-13,119
一堆反送中跟風限時動態,2019-06-13,119
香港反送中遊行千萬不要動用暴力,2019-06-13,119
問反送中 搞不懂餒QQ,2019-06-13,119
當香港在努力的時候台灣的新黨在那邊亂,2019-06-13,119
反送中 疑問,2019-06-13,119
送中條款之柯文哲,2019-06-13,119
反送中有人中彈過世了？,2019-06-13,119
幫高調！是否有一名香港男子死了,2019-06-13,119
反送中內容 一人一愛心,2019-06-13,119
#反送中，請別再說與你無關,2019-06-13,119
這次反送中事件帶給我的想法,2019-06-13,119
香港政府本來就中國的啊？,2019-06-13,119
反送中 除了轉發 我們還能做什麼,2019-06-13,119
中國朋友對於香港事件的看法,2019-06-13,119
想問：香港要回歸中國的那年，香港有權利選擇不回歸嗎？,2019-06-13,119
反送中,2019-06-13,119
淺顯易懂的反送中事件比喻,2019-06-13,119
香港主流民意支持特區修訂《逃犯條例》 避免香港成“逃犯天堂”,2019-06-13,119
反送中傷者……,2019-06-13,119
#新聞  何韻詩「肉身對抗」香港鎮暴部隊！　1人保護60平民…17分鐘英勇片瘋傳,2019-06-13,119
希望台灣與其他國家政府提供香港百姓戰爭武器,2019-06-13,119
今日香港，明日台灣。,2019-06-13,119
大陸網站香港歌曲封殺,2019-06-13,119
香港反送中議題看法,2019-06-13,119
香港加油~~,2019-06-13,119
我是香港僑生，六一二「反送中」在最前線被催淚瓦斯嗆傷，北部會有醫師會願意為我給醫療證明書嗎？,2019-06-13,119
外交部：譴責暴力行為，支持香港特區政府依法予以處置,2019-06-13,119
香港老虎堂老闆罵請假去反送中的員工,2019-06-13,119
歐盟對香港修例表態 外交部：堅決反對,2019-06-13,119
反送中是香港的事，與台灣無關,2019-06-13,119
香港主權轉移,2019-06-13,119
香港台灣情況不太一樣,2019-06-13,119
真的不能在外面看反送中的新聞,2019-06-13,119
看香港反送中 臺灣人該警惕了,2019-06-13,119
可怕的香港政府,2019-06-13,119
就香港問題探討我國問題,2019-06-13,119
Toyz開台了，香港不是只有一種聲音,2019-06-13,119
如果你也關心台灣的民主自由，進來看看吧(反送中),2019-06-13,119
香港人想對台灣人說的話,2019-06-13,119
香港加油,2019-06-13,119
香港，跟我們有關係,2019-06-13,119
絕對不是事情發生在香港，就與我們無關,2019-06-13,119
今日香港，明日台灣?,2019-06-13,119
港警動用暴力 外國記者喊來射我,2019-06-13,119
人家沒有下令推動送中（終）條例,2019-06-13,119
反中媒滲透臺灣遊行,2019-06-13,119
香港加油<U+0001F1ED><U+0001F1F0>,2019-06-13,119
想了解反送中現場情況的請看這邊,2019-06-13,119
請捍衛我們所熱愛的台灣 別再漠視下去了！,2019-06-13,119
請各位在台讀書的香港學生幫忙簽名分享出去，謝謝！！,2019-06-13,119
求解反送中的真正理解（為何有其他說法,2019-06-13,119
逃犯條例事件法律釋疑懶人包,2019-06-13,119
一位香港作家的分享,2019-06-13,119
艾莉莎莎跟香港反送中,2019-06-13,119
我給中國同事看香港事件,2019-06-13,119
對於香港現狀的不同觀點,2019-06-13,119
我是香港人，這是我的心聲。,2019-06-13,119
【我在中興大學，聲援香港反送中】,2019-06-13,119
為什麼要反送中,2019-06-13,119
在台香港學生的吶喊,2019-06-13,119
香港反送中,2019-06-13,119
小心落入小英的「反送中」抗議陷阱,2019-06-13,119
香港在爭取什麼 簡單說明,2019-06-13,119
香港教協宣布本周全港罷課!!,2019-06-12,178
美國眾議院議長反對香港的引渡法,2019-06-12,178
今a日台灣，明a日香港－現在的香港，很有可能就是1947年2月28日前夕的台灣島,2019-06-12,178
今日香港 明日臺灣,2019-06-12,178
今日香港今日台灣,2019-06-12,178
快訊》反送中抗議不斷升溫 傳示威者頭部中槍昏迷（現在還有記者被射瞎眼）,2019-06-12,178
香港  警民抗爭,2019-06-12,178
正在香港發生的事情，想讓台灣人知道（持續更新中）,2019-06-12,178
香港加油<U+0001F4AA>（持續更新）,2019-06-12,178
快訊／港警開槍放催淚彈！　抗議現場爆發正面交鋒,2019-06-12,178
香港警方開始丟擲催淚彈及射擊橡膠子彈,2019-06-12,178
台灣內政不需要香港人指點,2019-06-12,178
香港人對於「反送中」的看法 by雞排妹的IG,2019-06-12,178
我要參選2020總統大選,2019-06-12,178
關於送中條例一點小疑問,2019-06-12,178
為什麼支持統一會被圍剿,2019-06-12,178
#香港 #微博 #厲害嘍我的國,2019-06-12,178
今日香港，明日台灣,2019-06-12,178
香港見證一國兩制失敗 國台辦：在台灣會考慮台灣現實,2019-06-12,178
香港目前黑警慘無人道,2019-06-12,178
#更直播 拜託高調！！香港政府開始鎮壓！,2019-06-12,178
香港示威者被警方用槍打中受傷（圖）,2019-06-12,178
[612關注組]〔僑生看過來〕香港僑生關注逃犯條款文宣戰TG群組,2019-06-12,178
淺白的  逃犯條例修法會怎樣,2019-06-12,178
今日香港，明日台灣,2019-06-12,178
反送中警方未警告開槍<U+26A0><U+FE0F>,2019-06-12,178
《逃犯條例》拒絕讓步,2019-06-12,178
反送中遊行，有人右眼被打瞎了,2019-06-12,178
香港的現況,2019-06-12,178
#求幫推 香港反送中示威開槍！,2019-06-12,178
看微博對岸發表香港送中立場,2019-06-12,178
不知道反送中？韓國瑜：龍舟擊鼓聲讓我頭昏了,2019-06-12,178
台灣基進力挺反送中 陳柏惟：帶給台灣對抗中國勇氣,2019-06-12,178
繼續關注反送中！！警察打人、開槍,2019-06-12,178
反送中，你真的知道是怎麼回事嗎？認同請+1、幫高調、分享,2019-06-12,178
拜託請看清楚香港政府，是怎樣對待香港人,2019-06-12,178
反送中事件是什麼？（3分鐘懶人包）,2019-06-12,178
李大芝爆氣～抗議政治阻撓新聞自由#反送中,2019-06-12,178
香港警察<U+0001F46E>，他們才是該被關心的人，給警察加油<U+0001F4AA>,2019-06-12,178
香港已經不安全了,2019-06-12,178
香港開始暴力鎮壓,2019-06-12,178
香港蘋果日報直播下的資訊轉發,2019-06-12,178
面對香港，中華民國政府應該這麼做,2019-06-12,178
中共支持的台灣總統候選人？,2019-06-12,178
關於香港暴動,2019-06-12,178
抖音上找不到六四 反送中,2019-06-12,178
我們的香港,2019-06-12,178
（#持續更新）勇敢的臺灣女孩,2019-06-12,178
今日香港明日台灣,2019-06-12,178
今日香港 明日台灣,2019-06-12,178
二更）這就是香港的警察！（含血腥畫面,2019-06-12,178
送中條例 連署,2019-06-12,178
別成為下一個香港 林榮基的故事,2019-06-12,178
香港人：凡親中都是騙子,2019-06-12,178
在台港生跨海聲援反送中　柯文哲傍晚低調探訪、送熱飲,2019-06-12,178
香港送中條例到底哪裡不好?,2019-06-12,178
為什麼身為臺灣人 我們該關注香港？,2019-06-12,178
香港的遊行 中國是這樣寫的<U+22EF>,2019-06-12,178
6/12這天香港得到了一絲喘息！台灣？年輕人們？香港若倒 台灣不保,2019-06-12,178
香港警察殘忍，竟然開槍打人!!!!,2019-06-12,178
為什麼香港政府不派代表跟反方公開辯論?,2019-06-12,178
大家都在報反送中，就中天沒在報？,2019-06-12,178
真理大學暨全台學生會及公民團體【譴責香港政府暴力鎮壓 立刻退回送中條例】,2019-06-12,178
<U+7232>香港為台灣，請站出來,2019-06-12,178
香港前總督看送中條例,2019-06-12,178
【反送中現場 // 媒體不告訴你的事情】,2019-06-12,178
事不關己的反送中 Do you here the people sing?,2019-06-12,178
台北聲援反送中,2019-06-12,178
香港警察對坐在遊行外圍的外國人噴胡椒噴霧,2019-06-12,178
反送中，我們應該..,2019-06-12,178
一國兩制在香港取得了舉世矚目的成功,2019-06-12,178
#懶人包 了解香港《逃犯條例》與反對聲浪,2019-06-12,178
簽爆 別讓明天的台灣 成為今天的香港,2019-06-12,178
「是什麼讓政治冷漠的香港人變了？」,2019-06-12,178
張善政院長FB 對今日香港的看法,2019-06-12,178
香港反送中 直播 頂上去喔 讓全世界看到,2019-06-12,178
今日香港 明日台灣,2019-06-12,178
香港即時狀況！！ #直播,2019-06-12,178
很抱歉微博的伙伴們,2019-06-12,178
香港反送中遊行 台灣女生現場紀錄,2019-06-12,178
如果台灣人去香港參加遊行聲援被抓會怎麼樣,2019-06-12,178
香港阻擋立法行動前線：一段來自男友弟弟的PO文,2019-06-12,178
Youtuber-志祺七七/逃犯條例,2019-06-12,178
中媒：中國最關心香港，台灣另有目的,2019-06-12,178
送中好不好？！！！！,2019-06-12,178
聯署吧！,2019-06-12,178
求大家追蹤我朋友，用網路力量救香港<U+0001F1ED><U+0001F1F0>,2019-06-12,178
求推 讓更多人知道 香港送中條例哪裡不好 分享,2019-06-12,178
幹 挺香港了啦 ！,2019-06-12,178
頂上去！讓更多人知道香港的狀況！,2019-06-12,178
警察與人民的對峙,2019-06-12,178
反送中 請大家進來看一下,2019-06-12,178
終於找到了！香港「反送中」超完整懶人包,2019-06-12,178
香港白宮連署,2019-06-12,178
再不清醒，下一個就是台灣,2019-06-12,178
最新反送中,2019-06-12,178
趕快連署【反送中】,2019-06-12,178
香港警察濫權 Police brutality in Hong Kong,2019-06-12,178
反送中連署書簽起來,2019-06-12,178
快去關注香港！！！,2019-06-12,178
香港不是孤單的 臺灣為你們發聲,2019-06-12,178
並不是因為同情香港 而是擔心台灣,2019-06-12,178
#香港反送中,2019-06-12,178
攻略：如何喚起深藍爸爸對香港的關心,2019-06-12,178
守住台灣，撐住香港,2019-06-12,178
香港回歸後怎麼了?,2019-06-12,178
關於反送中運動,2019-06-12,178
懶人包 不要讓台灣成為下一個香港,2019-06-12,178
天佑香港，天佑台灣。參與連署！,2019-06-12,178
從香港反送中看清台灣藝人,2019-06-12,178
看看香港，想想明年票怎麼投！,2019-06-12,178
香港加油<U+0001F4AA><U+0001F3FB>,2019-06-12,178
反送中前線,2019-06-12,178
關於香港反送中這件事,2019-06-12,178
關於香港，請給予一些關心,2019-06-12,178
香港反送中事件 白宮連署,2019-06-12,178
跟風香港,2019-06-12,178
#反送中  如果是這樣的抗議方式有用嗎？,2019-06-12,178
今日香港 明日台灣,2019-06-12,178
美國開始干預香港了~~~,2019-06-12,178
反送中?,2019-06-12,178
香港反送中整理+白宮連署教學#2020讓台灣還是台灣,2019-06-12,178
因為「反送中」而分手？,2019-06-12,178
全球反送中連署,2019-06-12,178
美國準備發起草案＜香港人權與民主法案＞,2019-06-12,178
反送中連署<U+0001F1ED><U+0001F1F0>,2019-06-12,178
支持香港,2019-06-12,178
我是香港人，我被警察追著丟催淚彈,2019-06-12,178
幫高調！在台港人向蔡英文總統請願活動,2019-06-12,178
看看香港 想想2020,2019-06-12,178
美國支援香港了！,2019-06-12,178
柯P關心反送中還遭嗆聲,2019-06-12,178
#更）對岸人民對反送中的看法,2019-06-12,178
關於反送中...,2019-06-12,178
反送中 對於那些對政治冷感的人們,2019-06-12,178
政治人物曾獻瑩消費香港,2019-06-12,178
※高調！！！※一個衝去香港前線的臺灣女孩,2019-06-12,178
香港警察是不是已經沒理智了,2019-06-12,178
大家一起出來連署救救「香港」,2019-06-12,178
醒醒吧台灣人,2019-06-12,178
今日香港  明日台灣,2019-06-12,178
不要讓臺灣<U+0001F1F9><U+0001F1FC>變成下一個香港<U+0001F1ED><U+0001F1F0>,2019-06-12,178
用行動支持香港,2019-06-12,178
當你還在阿翔外遇的時候，香港卻在抗爭,2019-06-12,178
我是一名在台灣留學的香港學生,2019-06-12,178
一起保佑香港,2019-06-12,178
反送中的疑問,2019-06-12,178
中天真的很恐怖 #反送中,2019-06-12,178
微博的反送中新聞,2019-06-12,178
關於反送中，台灣不可漠視,2019-06-12,178
一人一微博救香港,2019-06-12,178
今日的香港，明日的台灣。,2019-06-12,178
理性談一下時事-香港和台灣,2019-06-12,178
我是臺灣人，我反送中。,2019-06-12,178
反送中連署，民意不可欺，為香港氣硬,2019-06-12,178
關於反送中 香港朋友有話要說<U+0001F62D>,2019-06-12,178
我們是該為香港伸出援手了吧！,2019-06-12,178
<U+203C><U+FE0F><U+203C><U+FE0F><U+203C><U+FE0F>反送中 逃犯條例 612直播 #天佑香港#香港加油,2019-06-12,178
香港都這樣了 台灣人可以清醒嗎,2019-06-12,178
613反送中直播,2019-06-12,178
台商看送中條例 我們就彷彿是砧板上被宰割,2019-06-12,178
反對國民黨欺負郭董,2019-06-12,178
#高雄 反送中集會,2019-06-12,178
今天的香港讓我想到這個,2019-06-12,178
YouTuber 送中（三更,2019-06-12,178
【香港反送中】送中修例逐點反駁,2019-06-12,178
香港612集會直播,2019-06-12,178
反送中 支持香港 台灣2020加油,2019-06-12,178
由 反送中 看 香港、中共、臺灣，之動物化,2019-06-12,178
為何關注香港？,2019-06-12,178
送中反送中,2019-06-12,178
國台辦答港媒：挾洋自重只會自食惡果,2019-06-12,178
張善政先生談反送中條例,2019-06-12,178
香港大律師公會就逃犯條例所發出的公開回應,2019-06-12,178
#新聞 逃犯條例二讀延期,2019-06-12,178
簡單了解為什麼要反送中<U+0001F645>,2019-06-12,178
蔡英文：唯一支持蔡英文！,2019-06-12,178
香港抗爭問題提問 認真問,2019-06-12,178
請台灣不要步香港後塵（更,2019-06-09,44
香港「反送中」遊行,2019-06-09,44
香港逾73萬市民聯署支持修訂《逃犯條例》,2019-06-09,44
香港6.9反送中遊行 【逃犯條例】知多少,2019-06-09,44
香港反送中遊行，爆滿,2019-06-09,44
面對中共的態度,2019-06-09,44
香港暴動,2019-06-09,44
香港人為了反對送中法案，遊行抗議中,2019-06-09,44
香港《逃犯條例》小小懶人包<U+0001F1ED><U+0001F1F0>,2019-06-09,44
今日6/9香港 明年臺灣,2019-06-09,44
香港+台灣=國家，如何？,2019-06-09,44
香港送中條例也能抓台灣人？,2019-06-09,44
不要讓今天的香港成為明天的臺灣,2019-06-09,44
蝴蝶效應 反送中條例(更,2019-06-09,44
香港民主不再理所當然<U+0001F1ED><U+0001F1F0>台灣是下一個嗎<U+0001F1F9><U+0001F1FC>,2019-06-09,44
香港到底在遊行什麼？(內文長),2019-06-09,44
為什麼香港人和澳門人都不願意組成反共聖戰士啊？要不然怎麼血洗港澳支聯辦並搶救港澳民主啊？,2019-06-09,44
〔影片〕香港警方暴力清場「反送中」民眾,2019-06-09,44
拜託#台灣不要成為下一個香港,2019-06-09,44
天佑香港,2019-06-09,44
香港反送中條例現正衝立法會 警方噴胡椒噴霧,2019-06-09,44
6.9 反送中「一國兩制」後的香港 希望台灣的你們也要守護好你們的家園,2019-06-09,44
香港人反對送中條例示威直播,2019-06-09,44
有人有看到中天報送中惡法嗎,2019-06-09,44
#持續更新 香港反送中轉播,2019-06-09,44
香港反送中條例遊行 參與人數-數十至百萬,2019-06-09,44
6月9日 來自香港人的呼籲,2019-06-09,44
蔡英文與馬英九的差距,2019-06-09,44
抗議送中條例！為自由而戰,2019-06-09,44
去香港，送你北京單程票,2019-06-09,44
台灣人醒醒吧！看看香港，別讓民主葬送了自由,2019-06-09,44
當香港捍衛司法獨立時，臺灣,2019-06-09,44
求問兩地雙重犯罪原則「送中」,2019-06-09,44
香港議員譚文豪到場了解,2019-06-09,44
反送中最新情況 民眾一一帶走,2019-06-09,44
香港警方仍然包圍,2019-06-09,44
返送中 及時情況 香港人加油!!!,2019-06-09,44
香港反送中遊行,2019-06-09,44
香港警察打人了,2019-06-09,44
反送中已開打,2019-06-09,44
<U+0001F4E3>快訊》港警全副武裝壓制示威群眾/更,2019-06-09,44
韓粉說反送中遊行都是港獨在鬧事,2019-06-09,44
香港送終vs台灣中選會,2019-06-09,44
大家重視香港人權問題吧!不要讓台灣成為第二個香港!,2019-06-09,44
香港反送中遊行 郭台銘：一國兩制失敗,2019-06-10,47
香港反送中vs挺韓造勢,2019-06-10,47
別讓台灣成為下一個香港！,2019-06-10,47
香港人願意給臺灣統治嗎？,2019-06-10,47
「今日香港，明日台灣」,2019-06-10,47
反送中遊行,2019-06-10,47
送終-送的是香港、還是中國？,2019-06-10,47
中天中時 依然沒有報導送中條例<U+22EF>,2019-06-10,47
送中條例,2019-06-10,47
香港各報頭條,2019-06-10,47
反送中事件 請問中天新聞去哪裡了,2019-06-10,47
昨天的反送中 香港警察打人,2019-06-10,47
更/有人說微博上搜不到反送中,2019-06-10,47
中國時報刻意淡化 我們愈要記得！台灣4大報報導香港反送中遊行,2019-06-10,47
中夭是不是都不敢報反送中阿,2019-06-10,47
為什麼攻擊韓國瑜,2019-06-10,47
台獨不要在反中華民國了,2019-06-10,47
關於香港反送中 你需要知道的事,2019-06-10,47
台灣青年挺香港 堅決抗議反送中,2019-06-10,47
挺港反送中 蔡總統：一國兩制非選項,2019-06-10,47
反送中惡法大遊行 百萬港人上街響應,2019-06-10,47
香港反送中運動 韓國瑜發表「三個不容懷疑的決心」,2019-06-10,47
香港人給台灣人的留言，快告訴親中華國人不能相信中國,2019-06-10,47
香港反送中破壞一國兩制 馬英九：要好好小心處理,2019-06-10,47
#香港 反對派勾結西方撼動不了香港大局,2019-06-10,47
外交部回應香港遊行：堅決反對任何外部勢力干涉特區立法事務,2019-06-10,47
香港惡法二讀  你要意識到,2019-06-10,47
反送中 聽聽香港人給台灣人的忠告,2019-06-10,47
看到反送中對臺灣的影響,2019-06-10,47
六月十二日香港罷工罷課,2019-06-10,47
今日四大報，有人在裝睡,2019-06-10,47
香港逃犯條例,2019-06-10,47
反送中，我們也要勇敢,2019-06-10,47
香港回歸中華民國,2019-06-10,47
港仔有什麼好掙扎？,2019-06-10,47
有些犯人歡迎送中,2019-06-10,47
送中條例通過之後...,2019-06-10,47
台灣不敢開戰與台獨靠中國又要嘴中國~,2019-06-10,47
香港陰謀論,2019-06-10,47
別讓今日的香港,2019-06-10,47
香港「送中」對於外國人的影響,2019-06-10,47
"幫推<U+26A0><U+FE0F>""逃犯條例""大重點",2019-06-10,47
香港遊行？,2019-06-10,47
你以為6/9過去了就結束了嗎？送中條例如期二讀，甚至三讀,2019-06-10,47
香港人都在幫我們了，台灣人別自己放生自己拜託,2019-06-10,47
[請廣轉]反送中懶人包,2019-06-10,47
現在出差去香港是賣命嗎,2019-06-10,47
反對派暴力重演　香港須高度警惕,2019-06-11,31
香港各界譴責暴力反修例,2019-06-11,31
6.12 拒送中 香港罷課罷工罷市,2019-06-11,31
今日香港明日中國香港,2019-06-11,31
#轉貼 去香港，送你北京單程票,2019-06-11,31
反送中！香港！台灣？你們應該做的事,2019-06-11,31
台灣已經簽過「送中」！？,2019-06-11,31
6/12 全台香港學生罷課反送中 請廣傳！,2019-06-11,31
為什麼香港遊行會在國際間引起那麼大迴響？,2019-06-11,31
（更）反送中條例,2019-06-11,31
一張圖看懂各總統候選人對送中的看法,2019-06-11,31
今日香港，明日台灣,2019-06-11,31
明天6月12號有在台香港學生罷課 13號早上我們會去台北賓館向蔡英文總統請願,2019-06-11,31
不知反送中引發港人抵制高雄 韓國瑜：別因我晚發文就太情緒,2019-06-11,31
聲援香港,2019-06-11,31
更 6.12香港最關鍵的一天 // 警權過大,2019-06-11,31
香港612全民野餐直播中,2019-06-11,31
1933年德國跟2019年香港,2019-06-11,31
關於香港警察在交通樞紐大規模安檢,2019-06-11,31
真好，香港這兩天都不用上班上課,2019-06-11,31
#新聞 習近平看了港人示威影片…傳解放軍「待命」,2019-06-11,31
反送中與臺灣,2019-06-11,31
#香港反送中 年輕人被一堆警察在地鐵搜查不放人,2019-06-11,31
陸委會發布Q&A 解釋香港修訂逃犯條例,2019-06-11,31
6月12日 在台香港學生反對修訂《逃犯條例》高雄場,2019-06-11,31
明天。冥天  香港送中。香港送終,2019-06-11,31
中國報紙河蟹反送中遊行,2019-06-11,31
#新聞  響應反送中！知名AV網站：香港首頁今晚關閉 去立法會,2019-06-11,31
希望香港海闊天空,2019-06-11,31
都在<U+4E3A><U+58F0>援港<U+72EC>，<U+8C01><U+4E3A>被<U+6740>害的香港女生、守己安分的香港人、大<U+9646>人<U+8BF4><U+8BDD>？,2019-06-11,31
除了反送中 也關注一下台灣主權 核電廠延役公投聽證會 李敏院長給中選會的挑戰,2019-06-11,31
